Book-Title	svd_rating	linreg_rating
Some Can Whistle	8.501380063876969	23.008819399489383
You Have To Kiss A Lot Of Frogs	8.061288548847736	23.007588463934944
Different Seasons	8.013425763540699	23.003309872343042
The Cradle Will Fall	8.31778036147983	22.999750422160353
Balzac Y LA Joven Costurera China (Narrativa)	8.231135695311629	22.98802997986413
The Dark Side of the Light Chasers: Reclaiming Your Power, Creativity, Brilliance, and Dreams	8.376341416803657	22.987970635409432
Harry Potter and the Order of the Phoenix (Book 5)	8.22254872103039	22.98258778319279
Stupid White Men ...and Other Sorry Excuses for the State of the Nation!	8.401469243979564	22.982266759849587
Lonesome Dove	8.78904180802643	22.9804499694795
La reina del Sur	8.233209999218136	22.976393065420716
The Cobra Event	8.04557089711159	22.967446343154556
Song of Solomon (Oprah's Book Club (Paperback))	8.93065226349849	22.962657694715855
My Dream of You	8.080636013913972	22.96074115962848
Songbook	8.128075544913155	22.956083340466392
Harry Potter and the Prisoner of Azkaban (Book 3)	10.0	22.952095690864354
Captain Underpants and the Attack of the Talking Toilets: Another Epic Novel (Captain Underpants (Paper))	8.793045325038918	22.94775985378407
The Summer Tree (The Fionavar Tapestry, Book 1)	8.159263946512867	22.937930886887443
Fingersmith	8.407919735831959	22.93071500788084
HEARTBURN	8.17208694613187	22.92876474954813
About a Boy	8.621509772379811	22.927864925874047
WLD ACCORDNG GARP	8.227924768304552	22.915116568409104
The Door to December	8.050126308559378	22.903497274499244
Fear of Flying	8.170372973326298	22.8911856374046
The Second Silence	8.588565968542776	22.89046414592957
The Godfather	8.859317319474256	22.886818311690885
My Father's Dragon (Three Tales of My Father's Dragon)	8.085304914193458	22.886507813523977
House Harkonnen (Dune: House Trilogy, Book 2)	8.852690391509775	22.88602785434871
Angela's Ashes: A Memoir	9.008639924608719	22.879905228173122
24 Hours	8.424540916591969	22.875906649470974
The Last Unicorn	8.344081105184182	22.873918587239586
A Heartbreaking Work Of Staggering Genius : A Memoir Based on a True Story	8.101847607361172	22.867326189008224
UNDERWORLD	8.6372920740821	22.8659872095349
The Tiger in the Well	9.061846547256344	22.844982568770895
Everything's Eventual : 14 Dark Tales	8.694171864586416	22.839131373769174
Light a Penny Candle	8.006252397084975	22.83677488619182
The Dead Zone	8.497442509672439	22.83607604559514
The Blue Nowhere : A Novel	8.09382255603973	22.833163871027228
The Pillars of the Earth	9.123673517850063	22.830755328781756
One for the Money (A Stephanie Plum Novel)	8.965479705283759	22.82731826709979
Bachelor Brothers' Bed &amp; Breakfast	8.050796046774494	22.81509622492115
Stanislaski Brothers (Silhouette Promo)	8.010611288608942	22.81004475472605
A Shocker on Shock Street (Goosebumps, No 35)	8.029566814589003	22.80231287030986
Calhoun Women: Catherine And Amanda (The Calhoun Women)	8.792956604073225	22.795665592457578
Macgregor Grooms (Macgregors)	8.229235917713627	22.793355642352346
1984	8.445774901677378	22.784943408137497
Play It Again, Spam: A Pennsylvania-Dutch Mystery With Recipes (Penn Dutch Murder Mysteries, 7)	8.112800015755164	22.784125436408544
Blue Mars	8.055796790336924	22.778581233031602
The Long Dark Tea-Time of the Soul	8.335676278514699	22.776675175940866
High Five (A Stephanie Plum Novel)	8.914737775260217	22.774847661728273
Lord of the Flies	8.373272525217248	22.772277459704668
REMEMBER ME	8.563986588934267	22.77045101381237
The Sigma Protocol	8.032394797413328	22.75927107560576
Book of Virtues	8.567343707642038	22.75146702957198
The Cassandra Compact: A Covert-One Novel	8.374893347208175	22.743402388583284
Killing the Shadows (St. Martin's Minotaur Mysteries)	8.02854518515475	22.736915880378437
Kushiel's Chosen (Kushiel's Legacy)	9.327088265665216	22.72974028698998
Jack of Kinrowan	8.371161849608507	22.727263204381885
FAT!SO? : Because You Don't Have to Apologize for Your Size	8.53746483104979	22.719448810720138
FACE ON/MILK CARTON	8.01934807200428	22.714098206439402
Coming Home	8.071066725978408	22.693723911830197
Cronica de una muerte anunciada (Vintage Espanol)	8.023561618944061	22.685037784373932
The Law of Similars	8.104516842482967	22.684820866548982
Apollyon: The Destroyer Is Unleashed (Left Behind No. 5)	8.201908775989278	22.6791283663101
Callahan's Crosstime Saloon	8.341974548602067	22.67821816435095
Fat Girls and Lawn Chairs	8.474786985630336	22.67075261148761
Shepherds Abiding	8.189642512462163	22.670312978970994
The Eyre Affair (Alex Awards (Awards))	8.82172005518903	22.66550096222943
Cat's Meow: A Novel	8.49891368704282	22.6651314782395
The Other Boleyn Girl	8.62556711988018	22.65909118066251
Xenocide (Ender Wiggins Saga (Paperback))	8.074209650661025	22.657399179968404
Norwegian Wood (Vintage International Original)	8.054276607914343	22.644841701323813
Disgrace	8.419081001262661	22.643734583947648
The Remnant: On the Brink of Armageddon (Left Behind No. 10)	8.108146820164716	22.64129889139668
Suzanne's Diary for Nicholas	8.378344190228628	22.639415682379074
Wuthering Heights	8.213369743676825	22.635902086322847
Wish You Well	8.409293264012147	22.633379794134576
Desecration: Antichrist Takes the Throne (Left Behind No. 9)	8.053464023291642	22.628830490148914
Plainsong (Vintage Contemporaries)	8.978439405789173	22.62556042021651
The Fires of Heaven (The Wheel of Time, Book 5)	8.049047303168665	22.62398669817987
The Fall (Vintage International)	8.405503644158957	22.622553159772345
The Indwelling: The Beast Takes Possession (Left Behind #7)	8.114416717598122	22.62036064336513
Fluke : Or, I Know Why the Winged Whale Sings	8.02980403301974	22.61850457618038
A Civil Action	8.799145412798053	22.61762466795111
Riptide	8.730054443129319	22.616311307162526
Seventh Son (Tales of Alvin Maker (Paperback))	8.407657903990991	22.615175232700217
Perfume: The Story of a Murderer (Vintage International)	8.580212526905502	22.61314519397984
Shutter Island: A Novel	8.313352724933807	22.603461654286342
Nights in Rodanthe	8.46791304786531	22.588753072117385
An Unquiet Mind	8.923250761150538	22.581476291928336
Kiss of the Bees	8.675719246244803	22.578112525445725
Daisy Fay and the Miracle Man	8.305109678517905	22.563338756571042
The Fifth Profession	8.338502898209232	22.558104966489203
Stark	8.040448262231527	22.55624841068248
Standoff	8.208287966658723	22.552514954045577
GefÃ?Â¤hrliche Geliebte.	8.249508833548832	22.55161079149434
The Golden Compass (His Dark Materials, Book 1)	8.401148895117464	22.536378976004496
Holes (Yearling Newbery)	8.692748902306496	22.535193803047406
In Cold Blood (Vintage International)	8.239446805626228	22.532621119867006
Waiting to Exhale	8.728630232415222	22.52563257369327
Color Purple	8.695013648103458	22.491699318973378
Tell Me Your Dreams	8.061237163860321	22.480524690364902
Their eyes were watching God: A novel	8.646058502125115	22.433184626344996
Remains of the Day	8.964849947268965	7.012493296146401
Life,the Universe and Everything	9.147558183965018	6.578275070443759
The Cat Who Went to Heaven	8.282250669779854	6.230889389385696
